date_time,traffic_volume,temp_f,precip_mm,snow_mm,weather_main,holiday,year,month,day,hour,day_name,is_weekend
2018-03-23 18:00:00,2726,43.2,0.0,0.0,Clouds,None,2018,3,23,18,Friday,0
2018-10-02 20:00:00,2916,27.0,0.0,0.0,Clouds,None,2018,10,2,20,Tuesday,0
2018-01-28 05:00:00,2278,28.5,0.0,0.7,Snow,None,2018,1,28,5,Sunday,1
2018-10-29 14:00:00,2779,22.6,0.0,0.0,Clear,None,2018,10,29,14,Monday,0
2018-10-22 18:00:00,3549,19.5,0.0,0.0,Clouds,None,2018,10,22,18,Monday,0
2018-08-29 04:00:00,2964,49.7,0.0,0.0,Clear,None,2018,8,29,4,Wednesday,0
2018-10-09 01:00:00,2518,35.2,0.0,5.69,Snow,None,2018,10,9,1,Tuesday,0
2018-09-18 03:00:00,2751,27.2,0.0,0.0,Clear,None,2018,9,18,3,Tuesday,0
2018-11-17 04:00:00,2521,5.6,0.0,0.0,Clouds,None,2018,11,17,4,Saturday,1
2018-07-21 01:00:00,2225,55.9,0.47,0.0,Rain,None,2018,7,21,1,Saturday,1
2018-09-02 18:00:00,2704,45.2,0.0,0.0,Clouds,None,2018,9,2,18,Sunday,1
2018-10-16 15:00:00,3112,10.7,0.0,0.0,Clear,None,2018,10,16,15,Tuesday,0
2018-10-10 04:00:00,2764,26.5,0.0,0.0,Clouds,None,2018,10,10,4,Wednesday,0
2018-10-21 22:00:00,2457,12.5,0.0,0.0,Clear,None,2018,10,21,22,Sunday,1
2018-06-22 12:00:00,2666,58.5,0.0,0.0,Clear,None,2018,6,22,12,Friday,0
2018-09-10 21:00:00,2709,49.8,0.0,0.0,Clear,None,2018,9,10,21,Monday,0
2018-06-03 16:00:00,2946,59.2,0.0,0.0,Clear,None,2018,6,3,16,Sunday,1
2018-12-25 18:00:00,3089,-9.2,0.0,0.0,Clear,Christmas Day,2018,12,25,18,Tuesday,0
2018-01-12 03:00:00,1882,7.2,0.0,2.61,Snow,None,2018,1,12,3,Friday,0
2018-08-31 08:00:00,3394,44.6,0.0,0.0,Clouds,None,2018,8,31,8,Friday,0
2018-01-10 23:00:00,2508,14.6,0.0,0.0,Clouds,None,2018,1,10,23,Wednesday,0
2018-03-14 02:00:00,2346,32.3,0.0,0.0,Clouds,None,2018,3,14,2,Wednesday,0
2018-01-04 08:00:00,3010,12.5,0.0,0.0,Clear,None,2018,1,4,8,Thursday,0
2018-06-23 22:00:00,2066,63.4,1.51,0.0,Rain,None,2018,6,23,22,Saturday,1
2018-06-08 11:00:00,2641,60.2,0.93,0.0,Drizzle,None,2018,6,8,11,Friday,0
2018-10-31 06:00:00,2912,11.1,0.0,0.0,Mist,None,2018,10,31,6,Wednesday,0
2018-12-30 23:00:00,2064,21.2,6.83,0.0,Rain,None,2018,12,30,23,Sunday,1
2018-04-30 06:00:00,2423,44.8,3.08,0.0,Rain,None,2018,4,30,6,Monday,0
2018-10-07 03:00:00,2605,29.3,0.0,0.0,Clouds,None,2018,10,7,3,Sunday,1
2018-10-01 22:00:00,2763,30.3,0.0,0.0,Clouds,None,2018,10,1,22,Monday,0
2018-02-06 15:00:00,2616,20.1,0.0,0.0,Clouds,None,2018,2,6,15,Tuesday,0
2018-08-16 18:00:00,3520,57.4,0.0,0.0,Clear,None,2018,8,16,18,Thursday,0
2018-05-06 01:00:00,2344,57.5,0.0,0.0,Clouds,None,2018,5,6,1,Sunday,1
2018-05-07 20:00:00,2247,53.6,3.18,0.0,Thunderstorm,None,2018,5,7,20,Monday,0
2018-01-24 02:00:00,2536,21.3,0.0,0.0,Clouds,None,2018,1,24,2,Wednesday,0
2018-04-11 20:00:00,2424,42.4,0.0,0.0,Clear,None,2018,4,11,20,Wednesday,0
2018-01-16 00:00:00,2615,7.6,0.0,0.0,Clouds,None,2018,1,16,0,Tuesday,0
2018-06-01 22:00:00,2572,64.6,0.0,0.0,Clear,None,2018,6,1,22,Friday,0
2018-10-18 07:00:00,3261,20.0,0.0,0.0,Clear,None,2018,10,18,7,Thursday,0
2018-05-23 20:00:00,2632,57.0,0.0,0.0,Clouds,None,2018,5,23,20,Wednesday,0
2018-10-26 07:00:00,3142,19.4,3.48,0.0,Rain,None,2018,10,26,7,Friday,0
2018-07-21 04:00:00,2354,48.4,0.0,0.0,Clouds,None,2018,7,21,4,Saturday,1
2018-08-12 19:00:00,3044,46.4,0.0,0.0,Haze,None,2018,8,12,19,Sunday,1
2018-05-18 11:00:00,2633,52.5,0.0,0.0,Clear,None,2018,5,18,11,Friday,0
2018-12-14 01:00:00,2491,11.9,4.17,0.0,Drizzle,None,2018,12,14,1,Friday,0
2018-10-05 21:00:00,2727,31.0,0.0,0.0,Clear,None,2018,10,5,21,Friday,0
2018-05-18 02:00:00,2429,53.1,7.66,0.0,Rain,None,2018,5,18,2,Friday,0
2018-05-11 11:00:00,2524,65.4,0.43,0.0,Drizzle,None,2018,5,11,11,Friday,0
2018-03-09 09:00:00,2885,31.4,0.0,0.0,Clouds,None,2018,3,9,9,Friday,0
2018-03-30 15:00:00,2790,39.1,0.0,0.0,Clouds,None,2018,3,30,15,Friday,0
2018-07-09 14:00:00,2808,60.1,0.0,0.0,Clear,None,2018,7,9,14,Monday,0
2018-09-23 20:00:00,1963,35.2,0.0,0.63,Snow,None,2018,9,23,20,Sunday,1
2018-03-25 10:00:00,2043,39.3,2.81,0.0,Rain,None,2018,3,25,10,Sunday,1
2018-08-08 03:00:00,3046,60.5,0.0,0.0,Clear,None,2018,8,8,3,Wednesday,0
2018-02-13 02:00:00,2343,19.1,0.0,0.0,Mist,None,2018,2,13,2,Tuesday,0
2018-07-04 12:00:00,3068,57.9,0.0,0.0,Clouds,Independence Day,2018,7,4,12,Wednesday,0
2018-06-20 21:00:00,2300,59.9,0.0,0.0,Clouds,None,2018,6,20,21,Wednesday,0
2018-10-03 20:00:00,3080,34.4,0.0,0.0,Clear,None,2018,10,3,20,Wednesday,0
2018-05-25 04:00:00,2530,35.2,0.0,0.0,Clouds,None,2018,5,25,4,Friday,0
2018-03-25 00:00:00,1916,41.0,3.38,0.0,Rain,None,2018,3,25,0,Sunday,1
2018-09-14 03:00:00,2721,44.4,0.0,0.0,Clouds,None,2018,9,14,3,Friday,0
2018-12-15 14:00:00,2495,-7.5,0.0,0.0,Clear,None,2018,12,15,14,Saturday,1
2018-01-11 08:00:00,3078,5.0,0.0,0.0,Clear,None,2018,1,11,8,Thursday,0
2018-07-10 01:00:00,2546,53.3,0.0,0.0,Clear,None,2018,7,10,1,Tuesday,0
2018-11-06 10:00:00,3138,18.3,0.0,0.0,Clouds,None,2018,11,6,10,Tuesday,0
2018-02-25 19:00:00,2785,29.2,0.0,0.0,Clear,None,2018,2,25,19,Sunday,1
2018-03-14 00:00:00,2058,21.0,0.3,0.0,Thunderstorm,None,2018,3,14,0,Wednesday,0
2018-08-19 07:00:00,2941,47.5,1.75,0.0,Drizzle,None,2018,8,19,7,Sunday,1
2018-07-06 16:00:00,2900,50.7,0.0,0.0,Clouds,None,2018,7,6,16,Friday,0
2018-03-30 19:00:00,2737,43.9,0.0,0.0,Clouds,None,2018,3,30,19,Friday,0
2018-12-12 17:00:00,2867,15.8,0.0,0.0,Mist,None,2018,12,12,17,Wednesday,0
2018-02-25 10:00:00,2217,29.5,0.0,0.0,Clear,None,2018,2,25,10,Sunday,1
2018-06-04 12:00:00,2811,58.4,0.0,0.0,Clouds,None,2018,6,4,12,Monday,0
2018-03-07 15:00:00,2228,34.2,0.0,0.22,Snow,None,2018,3,7,15,Wednesday,0
2018-06-08 23:00:00,2259,50.0,0.0,0.0,Clouds,None,2018,6,8,23,Friday,0
2018-06-03 12:00:00,1968,60.2,0.0,1.72,Snow,None,2018,6,3,12,Sunday,1
2018-01-10 06:00:00,2798,5.2,0.0,0.0,Mist,None,2018,1,10,6,Wednesday,0
2018-02-28 10:00:00,2808,38.9,0.0,0.0,Clouds,None,2018,2,28,10,Wednesday,0
2018-01-22 14:00:00,3003,14.6,0.0,0.0,Clear,None,2018,1,22,14,Monday,0
2018-02-23 15:00:00,2691,30.2,0.0,0.0,Clouds,None,2018,2,23,15,Friday,0
2018-05-01 21:00:00,2344,50.0,0.0,0.0,Clear,None,2018,5,1,21,Tuesday,0
2018-07-26 08:00:00,3292,54.2,2.88,0.0,Drizzle,None,2018,7,26,8,Thursday,0
2018-12-04 12:00:00,2955,10.1,0.0,0.0,Clouds,None,2018,12,4,12,Tuesday,0
2018-07-14 16:00:00,2966,59.2,0.0,0.0,Haze,None,2018,7,14,16,Saturday,1
2018-07-14 07:00:00,3005,51.8,2.69,0.0,Rain,None,2018,7,14,7,Saturday,1
2018-01-04 21:00:00,2569,7.7,0.0,0.0,Clouds,None,2018,1,4,21,Thursday,0
2018-12-22 05:00:00,2881,9.1,0.0,0.0,Clear,None,2018,12,22,5,Saturday,1
2018-06-16 19:00:00,2412,74.5,0.0,0.0,Clear,None,2018,6,16,19,Saturday,1
2018-01-30 04:00:00,2318,15.8,0.0,0.0,Clear,None,2018,1,30,4,Tuesday,0
2018-07-18 20:00:00,2486,55.8,0.0,0.0,Mist,None,2018,7,18,20,Wednesday,0
2018-05-12 06:00:00,2570,40.9,0.0,0.0,Clear,None,2018,5,12,6,Saturday,1
2018-10-29 08:00:00,3520,27.7,0.0,0.0,Mist,None,2018,10,29,8,Monday,0
2018-07-19 10:00:00,2892,49.9,0.0,0.0,Clear,None,2018,7,19,10,Thursday,0
2018-02-15 04:00:00,2096,28.3,0.0,0.0,Clouds,None,2018,2,15,4,Thursday,0
2018-12-12 18:00:00,3261,10.4,0.0,0.0,Clouds,None,2018,12,12,18,Wednesday,0
2018-10-03 13:00:00,2771,38.4,0.0,0.0,Clear,None,2018,10,3,13,Wednesday,0
2018-04-03 15:00:00,2809,33.1,0.0,0.0,Clouds,None,2018,4,3,15,Tuesday,0
2018-08-18 12:00:00,2759,52.0,0.0,0.0,Clouds,None,2018,8,18,12,Saturday,1
2018-12-29 02:00:00,2420,13.1,0.0,0.0,Clear,None,2018,12,29,2,Saturday,1
2018-09-06 22:00:00,2657,32.1,5.3,0.0,Drizzle,None,2018,9,6,22,Thursday,0
2018-03-14 04:00:00,1808,35.7,4.87,0.0,Thunderstorm,None,2018,3,14,4,Wednesday,0
2018-10-06 04:00:00,2385,20.8,0.0,0.0,Clouds,None,2018,10,6,4,Saturday,1
2018-01-25 06:00:00,2503,21.6,0.0,0.0,Mist,None,2018,1,25,6,Thursday,0
2018-01-09 20:00:00,2200,8.2,1.64,0.0,Rain,None,2018,1,9,20,Tuesday,0
2018-07-30 04:00:00,2650,61.1,0.0,0.0,Clouds,None,2018,7,30,4,Monday,0
2018-01-26 23:00:00,2292,10.4,0.0,0.0,Clouds,None,2018,1,26,23,Friday,0
2018-12-05 23:00:00,2184,7.1,0.0,0.0,Clouds,None,2018,12,5,23,Wednesday,0
2018-05-25 17:00:00,3060,63.5,0.0,0.0,Clouds,None,2018,5,25,17,Friday,0
2018-06-12 04:00:00,2344,71.1,0.0,0.0,Clear,None,2018,6,12,4,Tuesday,0
2018-12-25 13:00:00,2893,15.1,0.0,0.0,Clouds,Christmas Day,2018,12,25,13,Tuesday,0
2018-08-21 22:00:00,2428,46.1,5.96,0.0,Rain,None,2018,8,21,22,Tuesday,0
2018-01-04 23:00:00,2368,6.7,0.0,0.0,Clear,None,2018,1,4,23,Thursday,0
2018-06-14 05:00:00,2733,59.2,0.0,0.0,Clear,None,2018,6,14,5,Thursday,0
2018-09-21 00:00:00,2580,42.6,0.0,0.0,Clouds,None,2018,9,21,0,Friday,0
2018-09-06 15:00:00,3108,39.8,0.0,0.0,Clear,None,2018,9,6,15,Thursday,0
2018-03-02 12:00:00,2232,19.1,1.42,0.0,Clear,None,2018,3,2,12,Friday,0
2018-03-14 11:00:00,2501,44.8,0.0,0.0,Clouds,None,2018,3,14,11,Wednesday,0
2018-10-11 00:00:00,2668,32.2,0.0,0.0,Clear,None,2018,10,11,0,Thursday,0
2018-04-07 00:00:00,1896,37.4,0.7,0.0,Thunderstorm,None,2018,4,7,0,Saturday,1
2018-11-12 21:00:00,2829,16.0,0.0,0.0,Clouds,None,2018,11,12,21,Monday,0
2018-11-06 20:00:00,2712,22.3,0.0,0.0,Clear,None,2018,11,6,20,Tuesday,0
2018-04-26 17:00:00,2886,49.4,0.0,0.0,Clear,None,2018,4,26,17,Thursday,0
2018-06-20 04:00:00,2706,57.8,0.0,0.0,Clear,None,2018,6,20,4,Wednesday,0
2018-08-12 21:00:00,2604,42.4,0.69,0.0,Drizzle,None,2018,8,12,21,Sunday,1
2018-12-11 09:00:00,2864,11.1,0.0,0.0,Mist,None,2018,12,11,9,Tuesday,0
2018-12-18 12:00:00,2695,15.5,0.0,0.0,Clouds,None,2018,12,18,12,Tuesday,0
2018-04-06 23:00:00,2530,37.3,0.0,0.0,Clouds,None,2018,4,6,23,Friday,0
2018-01-22 07:00:00,2747,18.6,0.33,0.0,Rain,None,2018,1,22,7,Monday,0
2018-02-12 10:00:00,2722,29.2,0.0,0.0,Clear,None,2018,2,12,10,Monday,0
2018-03-13 16:00:00,2744,29.1,0.0,0.0,Clouds,None,2018,3,13,16,Tuesday,0
2018-05-15 15:00:00,2665,55.9,0.0,0.0,Clouds,None,2018,5,15,15,Tuesday,0
2018-05-07 21:00:00,2283,50.3,0.0,0.0,Clouds,None,2018,5,7,21,Monday,0
2018-04-04 01:00:00,2606,42.7,0.0,0.0,Clear,None,2018,4,4,1,Wednesday,0
2018-08-04 13:00:00,2614,58.4,0.0,0.0,Clouds,None,2018,8,4,13,Saturday,1
2018-07-15 14:00:00,2174,61.8,0.0,2.28,Snow,None,2018,7,15,14,Sunday,1
2018-07-11 22:00:00,2164,57.0,2.15,0.0,Drizzle,None,2018,7,11,22,Wednesday,0
2018-05-18 07:00:00,3054,54.1,0.0,0.0,Clear,None,2018,5,18,7,Friday,0
2018-02-17 05:00:00,2545,32.9,0.0,0.0,Clear,None,2018,2,17,5,Saturday,1
2018-01-19 15:00:00,2398,8.0,1.55,0.0,Thunderstorm,None,2018,1,19,15,Friday,0
2018-07-02 11:00:00,2318,64.0,1.54,0.0,Rain,None,2018,7,2,11,Monday,0
2018-12-07 23:00:00,2945,2.9,0.0,0.0,Clear,None,2018,12,7,23,Friday,0
2018-07-10 02:00:00,3078,63.1,0.0,0.0,Clouds,None,2018,7,10,2,Tuesday,0
2018-08-20 10:00:00,3211,47.5,0.0,0.0,Clouds,None,2018,8,20,10,Monday,0
2018-02-19 19:00:00,2796,18.2,0.0,0.0,Clouds,None,2018,2,19,19,Monday,0
2018-07-29 11:00:00,2033,58.1,0.0,0.9,Snow,None,2018,7,29,11,Sunday,1
2018-08-28 07:00:00,3237,28.4,0.0,0.0,Clouds,None,2018,8,28,7,Tuesday,0
2018-05-01 17:00:00,3124,51.2,0.0,0.0,Clear,None,2018,5,1,17,Tuesday,0
2018-10-04 07:00:00,3104,33.5,6.43,0.0,Drizzle,None,2018,10,4,7,Thursday,0
2018-12-28 12:00:00,2657,16.7,0.0,0.0,Clouds,None,2018,12,28,12,Friday,0
2018-02-13 23:00:00,2135,22.2,0.0,0.0,Clear,None,2018,2,13,23,Tuesday,0
2018-03-06 14:00:00,2571,27.3,2.91,0.0,Rain,None,2018,3,6,14,Tuesday,0
2018-09-22 12:00:00,2633,45.0,0.43,0.0,Drizzle,None,2018,9,22,12,Saturday,1
2018-02-11 10:00:00,2651,19.2,0.0,0.0,Clear,None,2018,2,11,10,Sunday,1
2018-09-22 11:00:00,2562,31.9,3.02,0.0,Rain,None,2018,9,22,11,Saturday,1
2018-02-16 19:00:00,2707,18.1,3.52,0.0,Drizzle,None,2018,2,16,19,Friday,0
2018-05-22 12:00:00,2657,60.5,0.0,0.0,Haze,None,2018,5,22,12,Tuesday,0
2018-01-08 01:00:00,2153,10.4,0.0,0.0,Clear,None,2018,1,8,1,Monday,0
2018-05-29 18:00:00,2985,48.6,0.0,0.0,Clear,None,2018,5,29,18,Tuesday,0
2018-01-30 22:00:00,2475,12.6,1.85,0.0,Rain,None,2018,1,30,22,Tuesday,0
2018-09-26 06:00:00,3151,38.8,0.0,0.0,Clear,None,2018,9,26,6,Wednesday,0
2018-07-01 09:00:00,2903,62.1,0.0,0.0,Clouds,None,2018,7,1,9,Sunday,1
2018-10-10 10:00:00,3198,31.3,0.0,0.0,Mist,None,2018,10,10,10,Wednesday,0
2018-04-26 06:00:00,2832,44.6,0.0,0.0,Mist,None,2018,4,26,6,Thursday,0
2018-06-30 02:00:00,2210,60.9,0.0,0.0,Clear,None,2018,6,30,2,Saturday,1
2018-11-14 08:00:00,3421,26.3,0.0,0.0,Clouds,None,2018,11,14,8,Wednesday,0
2018-06-12 21:00:00,2620,50.0,0.56,0.0,Rain,None,2018,6,12,21,Tuesday,0
2018-09-25 19:00:00,3107,30.5,0.0,0.0,Clear,None,2018,9,25,19,Tuesday,0
2018-09-08 09:00:00,3541,33.0,0.0,0.0,Clear,None,2018,9,8,9,Saturday,1
2018-06-25 20:00:00,2777,52.3,0.0,0.0,Clear,None,2018,6,25,20,Monday,0
2018-09-08 11:00:00,2617,40.0,0.0,0.0,Mist,None,2018,9,8,11,Saturday,1
