date_time,traffic_volume,temp_f,rain_1h,snow_1h,clouds_all,weather_main,holiday,date_time_parsed,year,month_name,hour,day
2018-01-01 00:00:00,2493.0,62.07237323213704,0.0,0.09509739484393619,99,Clouds,None,2018-01-01 00:00:00,2018,Jan,0,1
2018-01-01 01:00:00,1661.0,33.93974526708922,0.026794177149336587,0.3532196426695326,30,Mist,Washingtons Birthday,2018-01-01 01:00:00,2018,Jan,1,1
2018-01-01 02:00:00,2852.0,56.47896413571334,0.0,0.0,51,Clouds,None,2018-01-01 02:00:00,2018,Jan,2,1
2018-01-01 03:00:00,1713.0,23.66665737661766,0.0,0.0,65,Clear,None,2018-01-01 03:00:00,2018,Jan,3,1
2018-01-01 04:00:00,3077.0,65.63720289623119,0.0,0.1534232807660473,30,Clouds,None,2018-01-01 04:00:00,2018,Jan,4,1
2018-01-01 05:00:00,2781.0,15.105895248002977,0.11025666975538713,0.0,37,Clouds,None,2018-01-01 05:00:00,2018,Jan,5,1
2018-01-01 06:00:00,1269.0,64.23078284230785,0.0,0.09134804350352971,83,Rain,None,2018-01-01 06:00:00,2018,Jan,6,1
2018-01-01 07:00:00,4238.0,70.81665609404561,0.0,0.09498401717156928,31,Mist,None,2018-01-01 07:00:00,2018,Jan,7,1
2018-01-01 08:00:00,3737.0,40.14919608301037,0.0,0.14031403516242247,46,Clear,Independence Day,2018-01-01 08:00:00,2018,Jan,8,1
2018-01-01 09:00:00,3064.0,13.024684361026026,0.02279396280215435,0.1661162687215773,59,Clouds,None,2018-01-01 09:00:00,2018,Jan,9,1
2018-01-01 10:00:00,2549.0,70.66536390101857,0.1346057018568968,0.03920365010487642,55,Clouds,None,2018-01-01 10:00:00,2018,Jan,10,1
2018-01-01 11:00:00,2750.0,47.41318005251242,0.12945591647127208,0.23794929337977752,73,Clouds,None,2018-01-01 11:00:00,2018,Jan,11,1
2018-01-01 12:00:00,2040.0,10.455287745305,0.2640888695667213,0.0,47,Rain,None,2018-01-01 12:00:00,2018,Jan,12,1
2018-01-01 13:00:00,1941.0,34.81288256797322,0.34266821438076517,0.0,13,Clear,None,2018-01-01 13:00:00,2018,Jan,13,1
