date_time,traffic_volume,temp_f,rain_1h,snow_1h,clouds_all,weather_main,holiday
2018-01-01 00:00:00,2493,62.07237323213704,0.0,0.09509739484393619,99,Clouds,None
2018-01-01 01:00:00,1661,33.93974526708922,0.026794177149336587,0.3532196426695326,30,Mist,Washingtons Birthday
2018-01-01 02:00:00,2852,56.47896413571334,0.0,0.0,51,Clouds,
2018-01-01 03:00:00,1713,23.66665737661766,0.0,0.0,65,Clear,None
2018-01-01 04:00:00,3077,65.63720289623119,0.0,0.1534232807660473,30,Clouds,None
2018-01-01 05:00:00,2781,15.105895248002977,0.11025666975538713,0.0,37,Clouds,None
2018-01-01 06:00:00,1269,64.23078284230785,0.0,0.09134804350352971,83,Rain,None
2018-01-01 07:00:00,4238,70.81665609404561,0.0,0.09498401717156928,31,Mist,None
2018-01-01 08:00:00,3737,40.14919608301037,0.0,0.14031403516242247,46,Clear,Independence Day
2018-01-01 09:00:00,3064,13.024684361026026,0.02279396280215435,0.1661162687215773,59,Clouds,None
2018-01-01 10:00:00,2549,70.66536390101857,0.1346057018568968,0.03920365010487642,55,Clouds,None
2018-01-01 11:00:00,2750,47.41318005251242,0.12945591647127208,0.23794929337977752,73,clouds,None
2018-01-01 12:00:00,2040,10.455287745305,0.2640888695667213,0.0,47,Rain,None
2018-01-01 13:00:00,1941,34.81288256797322,0.34266821438076517,0.0,13,Clear,None
2018-01-01 14:00:00,3255,14.170388147758295,0.4093064966231603,0.00010483741436412286,94,Clouds,None
2018-01-01 15:00:00,1705,38.61365619405518,0.0,0.09768310626711427,39,Rain,None
2018-01-01 16:00:00,3163,43.119707385353365,0.30398369510120427,0.0,100,Drizzle,None
2018-01-01 17:00:00,4609,-12.543243619145898,0.0,0.0,86,Clouds,None
2018-01-01 18:00:00,3198,50.19372936460458,0.0,0.11693719343844795,40,Clouds,None
2018-01-01 19:00:00,2834,88.9347012346863,0.19947223017760318,0.21555227446342629,56,Clouds,None
2018-01-01 20:00:00,2013,51.77918867700164,0.007834770626119744,0.09234616262661052,59,mist,None
2018-01-01 21:00:00,3077,33.779904232485634,0.0,0.0,72,Mist,None
2018-01-01 22:00:00,2920,71.38795077929053,0.06884526737036105,0.23005429561703192,34,Clear,None
2018-01-01 23:00:00,2275,46.09086194645512,0.0,0.02699232514337622,5,Clear,None
2018-01-03 00:00:00,1307,1.4442012471145464,0.0,0.41921280663567195,31,Rain,None
2018-01-03 01:00:00,3132,47.87043291215213,0.0,0.020488679828444028,26,Clear,State Fair
2018-01-03 02:00:00,2572,12.082064975059351,0.14076716618696195,0.0,32,Clouds,None
2018-01-03 03:00:00,2660,47.33504551939775,0.0,0.0,41,Rain,None
2018-01-03 04:00:00,1737,50.462854356970865,0.23399583439024835,0.0,62,Clear,None
2018-01-03 05:00:00,2114,22.389430211323347,0.2579781617182596,0.0,100,Rain,None
2018-01-03 06:00:00,2798,3.372632246726835,0.06987666244398431,0.0,4,Clear,None
2018-01-03 07:00:00,1741,51.788098579532765,0.03849000358492191,0.10544619473068588,77,Clouds,None
2018-01-03 08:00:00,-1,81.943059737362,0.0,0.09517239332006541,56,Rain,None
2018-01-03 09:00:00,4930,24.254785042967658,0.0,0.0,51,Rain,None
2018-01-03 10:00:00,2033,52.28682960521328,0.10794062581121427,0.5462988986641558,60,Clouds,None
2018-01-03 11:00:00,2379,17.117536237235573,0.22654010397842073,0.0,30,Rain,None
2018-01-03 12:00:00,2343,-13.55842169918438,0.30699412143799065,0.19380516365128603,42,Clear,None
2018-01-03 13:00:00,2252,106.61012562566324,0.40850445534900465,0.06222204136310451,0,Clear,None
2018-01-03 14:00:00,2564,45.889058413696496,0.4357305604349672,0.04225771001069088,79,Rain,Martin Luther King Jr Day
2018-01-03 15:00:00,2863,12.207214320772648,0.3699331558461136,0.0,58,Clouds,None
2018-01-03 16:00:00,2294,61.1872939135408,0.2840969533506971,0.224390822948851,7,Rain,None
2018-01-03 17:00:00,4397,32.101473216645815,0.06546623689328168,0.01977784406080541,58,Clear,None
2018-01-03 18:00:00,4054,39.523614424436104,0.0,0.00732808116079281,35,Clouds,None
2018-01-03 19:00:00,1413,43.68266157203966,0.26623422415222936,0.020986134374497523,0,Clouds,None
2018-01-03 20:00:00,2304,12.655274169442306,0.0,0.0,57,Rain,None
2018-01-03 21:00:00,2342,46.974498575919085,0.0,0.0,11,Clouds,None
2018-01-03 22:00:00,2709,42.81867211975037,0.09675592247549633,0.0,0,Rain,None
2018-01-03 23:00:00,2856,70.68785219738011,0.0,0.1534235838884362,16,Clouds,None
2018-01-05 00:00:00,2708,89.70971968772356,0.11968192096651378,0.0,29,Drizzle,None
2018-01-05 01:00:00,2266,69.6954706671698,0.07458015701030934,0.4138122422883876,52,Clear,None
2018-01-05 02:00:00,1704,28.829399342097346,0.0,0.0,73,Mist,None
2018-01-05 03:00:00,3125,64.3303026980993,0.37185964067539873,0.0,30,Clouds,None
2018-01-05 04:00:00,1832,50.54902513243036,0.0,0.07851862183980529,57,Clear,None
2018-01-05 05:00:00,3045,6.133437310248075,0.28051468838536264,0.19767407447579383,1,Clear,None
2018-01-05 06:00:00,2443,48.8841159278482,0.3584608594973054,0.0,9,Snow,None
2018-01-05 07:00:00,3132,58.97762471226693,0.0,0.05848918786682558,1,Rain,None
2018-01-05 08:00:00,4095,65.26632868887259,0.0,0.17222051644863268,14,Clouds,None
2018-01-05 09:00:00,3701,51.22191821783525,0.0,0.0,19,Clouds,None
2018-01-05 10:00:00,2465,11.803340242447886,0.39022541095692315,0.0,38,Clouds,None
2018-01-05 11:00:00,-1,41.49628265991277,0.01575034011854161,0.20306084249291753,12,Clear,None
2018-01-05 12:00:00,2217,67.51396183765591,0.024268542118037657,0.0,0,Clouds,None
2018-01-05 13:00:00,2869,25.308762987231027,0.0,0.04084495537383709,37,Clouds,None
2018-01-05 14:00:00,2654,59.39524811853938,0.1486013724583795,0.16321479577976966,60,Mist,None
2018-01-05 15:00:00,2494,59.71510572296353,0.14814297769395302,0.0,100,Clouds,None
2018-01-05 16:00:00,2820,86.98968909989655,0.0,0.0,100,Clouds,None
2018-01-05 17:00:00,3994,66.94046394692218,0.056554913090746235,0.0,0,Clouds,None
